anchor,same_period_affil,diff_period_affil,same_period_cos_sim,diff_period_cos_sim
ministry of environment,ministry of environment and natural resources,,0.9499626159667969,
agricultural chemicals,agricultural chemistry,,0.8684234023094177,
computer faculty,computing faculty,,0.937929630279541,
community medicine and family medicine,community medicine & family medicine,,0.9966868758201599,
center for theology and religious studies,centre for theology and religious studies,,0.9783652424812317,
computer sciene,computer scienece,,0.980735182762146,
sharda business studies,business studies,,0.8097385764122009,
strategic studies,strategic and regional studies,,0.9236215949058533,
gastrointestinal surgery department,gastroenterology department,faculty 'of medicine and surgery,0.9143955707550049,0.7596294283866882
animal department,animal husbandry department,,0.9266669154167175,
school on northern border,northern border school,,0.9661789536476135,
ikmz,igp,,0.7679154276847839,
chemical engineering dept,chemical engineering dept.,,0.9647204875946045,
electronics and communication enginering,electronics and communication enginnering,,0.9842581152915955,
national polytechnic lorraine,national polytechnic toulouse,polytech grenoble,0.8431301116943359,0.6772875785827637
scientific researcher,scientific research,,0.939419150352478,
pohang accelerator laboratory,ai research lab,,0.6831083297729492,
international school medicine of future,international medical school,,0.839277982711792,
construction engineering organization,engineering organization,,0.9114102125167847,
children's hospital of los angeles,children's hospital los angeles,,0.9911410212516785,
life sciences division,division of life sciences,,0.9697023630142212,
brazilian sign language,dasa brazil,brazilian institute graduate and extension,0.7245756387710571,0.632607638835907
unasam,senamhi,,0.7738057374954224,
energy and safety engineering,energy environment and safety engineering,,0.9734930396080017,
optometry and visual sciences,optometry and visual science,,0.9825451970100403,
amt,imt,,0.9013592004776001,
nordic studies and linguistics,nordic asian studies,,0.8619111180305481,
zhejiang provincial people's hospital,jiangxi provincial people's hospital,,0.963917076587677,
uirsmit,ieem,,0.7972870469093323,
translation studies,translation and translation studies,,0.9728668928146362,
shahid beheshti,kharazmi,,0.8259109258651733,
bridges and tunnels,bridges,,0.8022242188453674,
teaching language and literature,teaching of language and literature,,0.9948294162750244,
unilever r&d colworth,unilever,,0.8719115257263184,
conflict resolution & management,conflict resolution,,0.9071802496910095,
family health center,family health support center,,0.9336004257202148,
comparative religion,comparative religions,,0.9761634469032288,
electronic systems and information processing,information systems,,0.9327958822250366,
electronic and electrical,electrical and electronic,,0.9910261034965515,
additional professional education,professional and continuing education,,0.9385550022125244,
x-ray department,x-ray science division,,0.8849289417266846,
program implementation,implementation,,0.8776534795761108,
laboratory of molecular microbiology,laboratory for molecular microbiology,,0.9921556115150452,
computing and information system,computing and information systems,,0.9810143709182739,
attorney general&#39;s office,attorney general's office,,0.9049148559570312,
council,city council,,0.8833271265029907,
faculty i,faculty iv,,0.9318453073501587,
dusp,isd,lthe,0.784630298614502,0.7307009100914001
centre for management in agriculture,agribusiness management,,0.74068284034729,
higher education institute,higher education institution,,0.9650132656097412,
arts and media studies,art and media studies,,0.975921630859375,
central hospital of social security institute,national hospital,,0.7537380456924438,
conservative department,conservative,,0.8101702928543091,
state key laboratory of advanced design and manufacturing for vehicle body,state key laboratory of automotive simulation and control,,0.8694769144058228,
international studies program,graduate international studies,,0.8759158253669739,
microbiology and infectious diseases,microbiology & infectious diseases,,0.9972999095916748,
vegetables,vegetable,,0.9469465017318726,
education arts and sciences,arts and sciences education,,0.9633082747459412,
"philosophy, education and psychology","philosophy, pedagogy and psychology","philosophy, sociology, education and applied psychology",0.9804201126098633,0.9498566389083862
12th,grade 12,,0.8277162313461304,
hausdorff center for mathematics,center for mathematical sciences,"rwth aachen mathematics, computer science and natural sciences",0.7972478866577148,0.7178603410720825
ircelyon,lce,,0.7503958344459534,
behavioral science research institute,behavioral science,,0.8325632810592651,
technical / vocational course,vocational technical education,,0.9301978349685669,
interacting minds centre,culture and society - interacting minds centre,,0.830470860004425,
uan,iau,,0.8528656959533691,
process r&d,process research & development,,0.9077287912368774,
defence science and technology,defense science,,0.9218062162399292,
siemens germany,nec germany,french and german,0.9124571084976196,0.7455676794052124
laboratory center,clinical laboratory center,,0.905029296875,
telecommunication engineer,telecommunication engineering,,0.8986896872520447,
media and journalism,media & journalism,,0.9948728680610657,
ung,un,,0.8365488052368164,
structural genomics consortium,genomics platform,centre for genome research,0.7655909061431885,0.6049929857254028
feng,faeng,,0.8894737958908081,
child neuropsychiatry,child psychology,,0.894908607006073,
basic psychological processes and development,basic psychological processes,,0.9475843906402588,
gloucestershire hospitals nhs foundation trust,lancashire teaching hospitals nhs foundation trust,,0.8375207185745239,
assessoria parlamentar,assessoria,,0.6820822954177856,
engineering management & systems engineering,engineering management and systems engineering,engineering-economic systems,0.9972324371337891,0.8344415426254272
dental technician,dentist,,0.8883136510848999,
ipae,aip,,0.8270792961120605,
foncodes,cnc,,0.7100231647491455,
culture e civiltà,culture e società,,0.934762716293335,
wildland resources,wildlife resources,,0.9693949222564697,
food hygiene and environmental health,environmental hygiene,,0.838140606880188,
medicine-nephrology,medicine/nephrology,,0.9864248037338257,
indonesian department,indonesian,,0.8418450355529785,
corteva agriscience,agricultural science,,0.7649114727973938,
"philology, journalism and intercultural communication","philology, journalism and cross-cultural communication",,0.9929645657539368,
cbqf,itqb,,0.8615193367004395,
water resource development and management,water resources development and management,,0.9957464933395386,
hematology lab,hematology laboratory,,0.9785102009773254,
homoeopathic pharmacy,pharmaceutic,,0.8407878279685974,
national graduate chemistry of rennes,national chemistry,,0.828794538974762,
earth sciences & engineering,earth sciences and engineering,,0.9974365234375,
