DepartmentName,Field,Area,Umbrella,is_STEM
"Oral and Craniofacial Sciences, Department of",,Medical Sciences,Medicine,True
"Integrative Physiology and Anatomy, Department of",Physiology,Medical Sciences,Medicine,True
"Biostatistical Sciences, Department of",Public Health,Health,Health,False
"Biostatistical Sciences, Department of",Biostatistics,Biological Sciences,Natural Sciences,True
"Microbiology, Molecular Biology and Biochemistry, Department of",Molecular Biology,Biological Sciences,Natural Sciences,True
"Microbiology, Molecular Biology and Biochemistry, Department of",Biochemistry,Biological Sciences,Natural Sciences,True
"Microbiology, Molecular Biology and Biochemistry, Department of",Microbiology,Biological Sciences,Natural Sciences,True
Medical Education Program,,Education,Education,False
"Chemistry and Applied Biological Sciences, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Chemistry and Applied Biological Sciences, Department of",Chemistry,Chemical Sciences,Natural Sciences,True
"Mechanical Engineering, Division of",Mechanical Engineering,Engineering,Engineering,True
"Social and Behavioral Sciences, Department of",Public Health,Health,Health,False
"Disability and Addiction Rehabilitation, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Health Care Ethics, Department of",,Health,Health,False
"Business, Division of",Business Administration,Business,Business,False
"Russian and East European Studies, Center of",Slavic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"Journalism, Reynolds School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"History of Art and Visual Culture, Department of",Art History and Criticism,"Language, Literature, Culture",Humanities,False
"German and Scandinavian, Department of",Germanic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"Second Language Studies, Department of",,Education,Education,False
"Romance Languages, Department of",French Language and Literature,"Language, Literature, Culture",Humanities,False
"Romance Languages, Department of",Spanish Language and Literature,"Language, Literature, Culture",Humanities,False
"Arts and Administration, Program in",,,,
"Modern Languages, Literatures, and Cultures, Department of",,"Language, Literature, Culture",Humanities,False
"Historic Preservation, Program in",,"Architecture, Design, Planning",Humanities,False
"Communication Disorders and Counseling, School and Educational Psychology, Department of",Communication Disorders and Sciences,Health,Health,False
"Communication Disorders and Counseling, School and Educational Psychology, Department of",,Psychological Sciences,Social Sciences,False
"Communication Disorders and Counseling, School and Educational Psychology, Department of",Educational Psychology,Psychological Sciences,Social Sciences,False
"Opera, Musical Theatre, Drama, and Arts Administration, Division of",,,,
"Theatre Design and Production, Division of",,,,
"Sports Administration, Center of","Health, Physical Education, Recreation",Health,Health,False
"Kinesiology and Health Promotion, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Early Childhood,Youth, and Family Studies, Department of",Education Administration,Education,Education,False
"Early Childhood,Youth, and Family Studies, Department of",Special Education,Education,Education,False
"Modern Languagues and Classics, Department of",Classics and Classical Languages,"Language, Literature, Culture",Humanities,False
"Construction Management and Interior Design, Department of",,"Architecture, Design, Planning",Humanities,False
"Art History and Art, Department of",Art History and Criticism,"Language, Literature, Culture",Humanities,False
"Finance and Insurance, Department of",Finance,Business,Business,False
"Visual Arts, Humanities, and Theatre, Department of",,,,
"Public Health, Institute of",Public Health,Health,Health,False
"Educational Leadership and Human Services, Department of",Education Administration,Education,Education,False
"English and Modern Languages, Department of",English Language and Literature,"Language, Literature, Culture",Humanities,False
"Architecture and Engineering Technology, School of",Architecture,"Architecture, Design, Planning",Humanities,False
"Social Sciences, Arts and Humanities, College of",,,,
"Information Systems and Analysis, Department of",Information Technology,Computational Sciences,Mathematics and Computing,True
"History, Political Science, Geography, and African-American Studies, Department of",Political Science,Political Science,Social Sciences,False
"History, Political Science, Geography, and African-American Studies, Department of",Geography,Geography,Social Sciences,False
"History, Political Science, Geography, and African-American Studies, Department of",History,History,Humanities,False
"Technology Management, School of",Business Administration,Business,Business,False
"Construction Management, Department of",,"Architecture, Design, Planning",Humanities,False
"African Studies, Department of",,"Language, Literature, Culture",Humanities,False
"History and Ecumenics, Department of",History,History,Humanities,False
"History and Ecumenics, Department of",Theological Studies,Theology and Religion,Humanities,False
"Business and Management, School of",Business Administration,Business,Business,False
"Business and Management, School of",Management,Business,Business,False
"Communication, Culture and Media Studies, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Strategic, Legal and Management Communication, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Strategic, Legal and Management Communication, Department of",Management,Business,Business,False
"Media, Journalism and Film, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Radio, Television, and Film, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Finance, International Business and Insurance, Department of",Finance,Business,Business,False
"Systems and Computer Science, Department of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Systems and Computer Science, Department of",Systems Engineering,Engineering,Engineering,True
"Social Work and Social Research, Graduate School of",Social Work,Health,Health,False
"Health, Human Performance and Leisure  Studies, Department of","Health, Physical Education, Recreation",Health,Health,False
"Psychology - Cognitive, Department of",,Biological Sciences,Natural Sciences,True
"Asian and Asian-American Studies, Department of",Asian Studies,"Language, Literature, Culture",Humanities,False
"Physics, Applied Physics and Astronomy, Department of",,Physical Sciences,Natural Sciences,True
"Physics, Applied Physics and Astronomy, Department of",Astronomy,Physical Sciences,Natural Sciences,True
"Physics, Applied Physics and Astronomy, Department of",Physics,Physical Sciences,Natural Sciences,True
"Geological Sciences and Environmental Studies, Department of",Geology,Earth Sciences,Natural Sciences,True
"Geological Sciences and Environmental Studies, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Management - Marketing, Department of",Marketing,Business,Business,False
"Management - Finance, Department of",Finance,Business,Business,False
"Criminology, Law and Justice, Department of",Criminal Justice and Criminology,Sociology,Social Sciences,False
"Reading, Department of",,Education,Education,False
"Management - Accounting, Department of",Accounting,Business,Business,False
"Pharmacy Practice, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Classical and Near Eastern Studies, Department of",Classics and Classical Languages,"Language, Literature, Culture",Humanities,False
"Academic Studies - School of Music, Division of",Music,Arts,Humanities,False
Student Affairs Adminstration Program,,Education,Education,False
"Chemistry & Physics, Department of",Chemistry,Chemical Sciences,Natural Sciences,True
"Chemistry & Physics, Department of",Physics,Physical Sciences,Natural Sciences,True
"Health Outcomes and Administrative Sciences, Department of",Pharmacy,Medical Sciences,Medicine,True
"Applied Technology, School of",Information Technology,Computational Sciences,Mathematics and Computing,True
Operations Department,,Business,Business,False
"Molecular Biosciences, School of",Molecular Biology,Biological Sciences,Natural Sciences,True
